min_rouge,articles,references,min_rouge_rouge-1,min_rouge_rouge-2,min_rouge_rouge-l
"Mother child pairs reported to the Participant and Clinical Interactions Resource at UAB at approximately 6:30 am following a 12 hour overnight fast. In all cases, recalls were obtained for 1 weekend day and 2 week days. Data were entered into the Nutrition Data System for Research (version 2007; University of Minnesota, MN) and average daily total energy intake (kcal) was calculated for each participant .",PMC3651744.json,"background intrauterine exposure to gestational diabetes mellitus (gdm) increases risk for obesity. obesity is associated with a blunted postprandial gut hormone response, which may impair satiety and thereby contribute to weight gain. the postprandial response of gut hormones among children of women with gdm has not previously been investigated. objective to examine whether children of women with gdm have suppressed peptide tyrosine tyrosine (pyy) and glucagon like peptide 1 (glp 1), and higher concentrations of ghrelin, following a meal challenge. a secondary objective was to investigate associations of these hormones with childrens free living energy intake. methods children (n=42) aged 5 10 years were stratified into groups: offspring of gdm mothers (ogd), and of non diabetic mothers (ctrl). body composition was measured by dual energy x ray absorptiometry, and circulating pyy, glp 1, and total ghrelin were measured during a liquid meal challenge. energy intake was assessed by three 24 hr diet recalls. results between groups analyses of fasting and incremental area under the curve (auc) found no differences in ghrelin. incremental auc for glp 1 was greater among the ctrl versus ogd (p<0.05), and fasting pyy, but not incremental auc, was higher among ogd versus ctrl (p<0.01). associations of fasting and incremental auc for each gut hormone with childrens usual energy intake did not differ significantly by group. conclusions further research is needed to more fully examine the potential role of postprandial glp 1 suppression and high fasting pyy concentrations on the feeding behavior and risk for obesity among children exposed to gdm in utero.",0.16513761467889906,0.018461538461538463,0.14814351592923544
"In rat adjuvant arthritis, a model for inflammatory arthritis, subcutaneous administration of the JNK inhibitor SP600125 significantly reduced joint damage (cartilage and bone erosion) in comparison to the vehicle control, while only a modest decrease in paw swelling/inflammation was observed . Diverse stimuli found to be present in OA synovial fluid and cartilage, including TNF, IL 1, fibronectin fragments, and bFGF all require JNK activation for stimulation of chondrocyte MMP production, suggesting it is a key mediator of MMP production in articular cartilage [, ]. JNK is required for both T cell function and the regulation of non transcription factors like Bcl 2 family members that are involved in programmed cell death .",PMC2892710.json,"purpose of review the mitogen activated protein (map) kinases are intracellular signaling proteins which play a central role in controlling the activity of pathways that regulate production and activity of multiple mediators of joint tissue destruction. the therapeutic potential of map kinase inhibition in osteoarthritis was reviewed. recent findings results from basic research studies support the role of map kinases as central mediators that regulate expression of pro inflammatory cytokines and metalloproteinases but also as potential pain mediators as well. cell culture and animal model studies suggest that inhibition of map kinases might slow progression of osteoarthritis but trials of map kinase inhibitors in humans with osteoarthritis have not yet been reported. safety concerns of the currently available inhibitors have limited their initial use to trials in conditions considered more severe than oa. summary map kinase inhibition has the potential to slow disease progression in osteoarthritis and also might reduce pain; however, safety concerns have limited the use of general map kinase inhibitors in humans. further understanding of the function of specific isoforms of the map kinases as well as upstream and downstream effectors may lead to the development of more specific inhibitors with less toxicity that could eventually be used as structure modifying drugs for oa.",0.2523659305993691,0.019047619047619046,0.16428363656182784
"The baseline examination (19881990, n = 4926, ages 4384) was followed by a five year (19931995, n=3722) and ten year (19982000, n = 2962) follow up examination, with subsequent examinations at approximately five year intervals. The baseline examination took place in 19931995 (n = 3753, ages 4892 years), and the five year follow up examination in 19982000 (n=2800), with subsequent examinations at approximately five year intervals . .",PMC5518685.json,"purpose to investigate the relation between sleep disruption and nuclear cataract, as well as the impact of cataract removal on sleep, in two discrete population cohorts. methods this is a cross sectional study of participants from three large longitudinal epidemiologic studies of age related eye disease, hearing, olfaction, and cognition. slit lamp photos of the lens were obtained to grade nuclear cataract using a standardized protocol. the quality of sleep was assessed using a modified wisconsin sleep cohort study questionnaire. multiple linear regression analyses were used to assess the associations between levels of nuclear cataract/cataract extraction and the number of sleep problems. systemic co morbidity data were included as potential confounders, including diabetes mellitus, obesity, hypertension, cerebrovascular disease, thyroid disease, tobacco and alcohol use, and the physical component summary score and mental component summary score. results the mean age of the cohort was 57.6 (22 to years). the majority of the cohort demonstrated nuclear cataract levels or (36.8% and 30.1%). eight percent of the cohort had an intraocular lens (iol) in at least one eye. there was no statistically significant correlation between sleep problem with the presence of either nuclear cataract or iol (p>0.05). conclusion in this cross sectional, population based study, we found no significant association between nuclear cataract or presence of iol with poor sleep quality after adjusting potential confounders. studies of the longitudinal impact of nuclear cataract and cataract removal on sleep are needed to elucidate the role of nuclear cataract and cataract removal on sleep.",0.08125,0.006289308176100629,0.10192957448152337
"These questions supplemented the standard assessment and were instituted in 2004. HCV RNA was measured using commercially available assays, either by branched chain DNA or PCR based assays. All analyses were conducted using two sided tests and a significance level of 0.05.",PMC2635495.json,"lipodystrophy is a common long term complication of hiv infection that may lead to decreased quality of life and less adherence to antiretroviral therapy (art). a complete understanding of the etiology of hiv associated lipodystrophy has not as yet been achieved, although factors related to the virus, per se, and use of art appear to be related. alcohol use is common among hiv infected patients and has biological effects on fat distribution, yet alcohols relationship to hiv associated lipodystrophy has not been examined. the goal of this clinical study was to assess the effect of alcohol consumption on lipodystrophy in hiv infected adults with alcohol problems. this was a prospective study (2001 2006) of hiv infected persons with alcohol problems. the primary outcome was self reported lipodystrophy, which was assessed at one timepoint (median months after enrollment). alcohol use was assessed every months and classified as: abstinent at all interviews; report of moderate drinking but no heavy drinking; or reports of heavy drinking; or reports of heavy drinking. multivariable logistic regression models were fit to the data. fifty two percent (150/289) of subjects reported lipodystrophy. alcohol consumption was: 34% abstinent at all interviews; 12% report of moderate drinking, but no heavy drinking; 34% 1 2 reports of heavy drinking; 20% reports of heavy drinking. although not statistically significant, subjects with alcohol use had a higher odds of lipodystrophy [adjusted odds ratios and 95% ci: report of moderate drinking, 2.36 (0.89, 6.24); 1 2 reports of heavy drinking, 1.34 (0.69, 2.60); reports of heavy drinking, 2.07 (0.90, 4.73)]. alcohol use may increase the odds of developing hiv associated lipodystrophy among subjects with alcohol problems. however, larger studies are needed to elucidate fully the role and impact of alcohol consumption on the development of this common long term complication of hiv infection and its treatment.",0.08426966292134831,0.0,0.10309407806050205
"The floor score was zero while the ceiling score varied by participant. To account for The random effects, within as well as between patient variability, are each assumed to follow an independent normal distribution with mean zero and unknown variance.",PMC2682919.json,"dementia can be caused by different diseases including alzheimer's disease (ad), dementia with lewy bodies (dlb), or both (ad + dlb). university of kentucky ad center pathologically diagnosed ad and ad + dlb cases were evaluated who had three or more longitudinal antemortem mental status examinations (n = 156). patients with important concomitant pathology (n = 5) or patients that were profoundly demented at recruitment (intake mmse < 20; n = 86) were excluded to strengthen our ability to test the association of specific clinical and pathological indices. patients with pathologically diagnosed ad + dlb (n = 25) lost cognitive capacity faster than patients with ad alone (n = 40). in both diseases, treatment with acetylcholinesterase inhibitors was associated with a slower rate of cognitive decline.",0.10126582278481014,0.0,0.10208552205213371
Plasma glucose was collected in a fluoride/oxalate tube and analyzed using spectrophotometry. The intra and inter assay coefficient of variation for this assay was 1.1 and 1.5%. The inter and intra assay coefficient of variation for this assay was 4 and 5%.,PMC3146971.json,"objective adverse changes in lipoprotein particle number and size are common with insulin resistance and are associated with increased cardiovascular risk. comprehensive information regarding lipoprotein particle number and size, and how these parameters relate to body weight, insulin resistance and hyperandrogenemia is lacking in pcos. we tested the hypothesis that pcos is associated with atherogenic changes in lipoprotein profile independent of body weight and examined the role of insulin resistance and androgens in these atherogenic changes. design case control study performed at clinical research center at an academic medical center in united states. patients and measurements fasting blood was obtained from pcos and control women of similar age and bmi. lipoprotein particle number and size was determined by nuclear magnetic resonance and compared between the groups. results the mean bmi for both groups was less than kg/m2 (p=0.33). women with pcos had an increase in vldl particle number (p=0.005), ldl particle number (p=0.02) and a decrease in hdl size (p=0.04). ldl size was borderline decreased (p=0.09). these differences persisted after adjustment for ethnicity, alcohol and tobacco intake and exercise. in stepwise regression models, bioavailable testosterone was the only predictor of ldl cholesterol, triglyceride, vldl and ldl particle number. shbg was the only predictor of ldl and hdl size. conclusions independent of body weight, pcos was associated with changes in lipoprotein profile that increases risk for cardiovascular disease. these changes were present in a mostly non obese group of women and were more closely related to androgens than fasting insulin.",0.10491803278688526,0.006600660066006602,0.1337463602214454
"After removing all visible fatty and vascular tissue, the samples were sliced into approximately equal quantities and stored at 70C until examination . Morsellated 30 mg liver samples were washed with phosphate buffered saline (PBS) and homogenized directly into 3 ml TRIzol reagent (Gibco BRL, Gaithersburg, MD) on ice, according to the manufacturer's instructions . Hepatocytes were incubated for 10 minutes at 37C in the dark, followed by 3 successive washes, and resuspension in HBSS/BSA.",PMC2633488.json,"objectives parenteral nutrition associated liver disease (pnald) is a major problem with prolonged tpn administration. our laboratory previously demonstrated significant changes in the expression of mdr1 and mdr2, two hepatocyte transporters, in a tpn mouse model. our present study hypothesized that these changes would lead to functional changes in the liver, and would contribute to the development of liver dysfunction. methods mice received either intravenous saline and standard chow or tpn with or without intravenous lipids. functional assays were performed after days of infusion. results tpn with lipids led to a significant increase in serum bile acid levels, consistent with an early state of pnald. use of tpn without lipids prevented elevation in bile acid levels. in both tpn groups, mdr2 expression was significantly (68%) lower than controls; and bile phosphatidylcholine content, a functional measure of mdr2, was 40% less than controls. mdr1 expression in the tpn with lipid group was 31% higher than controls; while in the tpn without lipids mice there was no significant change. hepatocyte extrusion of rhodamine dye, a measure of mdr1 function, declined only in tpn with lipids. ppar expression decreased in both tpn groups. fenofibrate given with tpn resulted in an increased expression of mdr1 and mdr2, and functionally increased hepatocyte rhodamine extrusion and presence of bile phosphatidylcholine in the tpn with lipid group. conclusions the study shows that tpn led to alterations in the function of mdr1 and mdr2 expressed proteins. the changes help in the understanding of the mechanisms leading to pnald; and suggest that fibrate administration may palliate these changes.",0.09580838323353294,0.012048192771084338,0.1218901445512554
"Data are presented as the mean  standard error of the mean. The two tailed student t test with an alpha of P < 0.05 was used to define significance between groups . Briefly, 6 m brain sections were incubated over night with primary antibody against cFOS (1:100, Santa Cruz) after blocking in 2% fetal calf serum with citric acid being used to retrieve antigen.",PMC3594470.json,"the 5 lipoxygenase is an enzyme widely expressed in the central nervous system, where its activity is dependent on the presence the 5 lipoxygenase activating protein (flap) for the formation of leukotrienes, potent bioactive lipid mediators. emerging evidence has shown that the flap/leukotriene pathway may play a role in neuropsychiatric disease contexts. in this study we investigated whether genetic deficiency of flap (flapko) modulated some behavioral aspects in mice, and if this effect was age dependent. while we observed that flapko mice at and months of age did not different from wild type animals in the elevated plus maze, at months of age they manifested a significant increase in the anxiety like behavior. by contrast, we observed no differences between flapko mice and their controls at any of the three ages considered when they were tested for working memory in the y maze paradigm. additionally, while we found that cfos protein and message levels were reduced in the brains of animals lacking flap, no changes for other transcription factors were detected. taken together our findings suggest a novel role for flap in the pathogenesis of anxiety like behavior. future studies of flap neurobiology may be attractive for development of anxiolytic therapeutics.",0.11278195488721802,0.007575757575757576,0.12784397537722222
Bath temperature was 33.91.2C. No bath products were used. Mean coefficient of variation is ~20% .,PMC2762386.json,"background standard recommendations for skin care for patients with atopic dermatitis stress the importance of skin hydration and the application of moisturizers. however, there is little objective data to guide recommendations regarding the optimal practice methods of bathing and emollient application. objective this study quantified cutaneous hydration status after various combination bathing and/or moisturizing regimens. methods four bathing/moisturizer regimens were evaluated in ten subjects, five pediatric subjects with atopic dermatitis and five subjects with healthy skin. the regimens consisted of bathing alone without emollient application, bathing and immediate emollient application, bathing and delayed application, and emollient application alone. each regimen was evaluated in all subjects, utilizing a cross over design. skin hydration was assessed with standard capacitance measurements. results in atopic dermatitis subjects, emollient alone yielded a significantly (p<0.05) greater mean hydration over min (206.2% baseline hydration) than bathing with immediate emollient (141.6%), bathing and delayed emollient (141%), and bathing alone (91.4%). the combination bathing and emollient application regimens demonstrated hydration values at minutes not significantly greater than baseline. atopic dermatitis subjects had a decreased mean hydration benefit compared to normal skin subjects. conclusions bathing without moisturizer may compromise skin hydration. bathing followed by moisturizer application provides modest hydration benefits, though less than that of simply applying moisturizer alone.",0.0686695278969957,0.0,0.09011681972217725
"From this set of patches, 300k were used for training and 75k used for validation (80/20 training/validation split) . We then evaluated the total number of voxel updates required using a full volume solve versus a targeted voxel update during step 3 of NAMER . 10.1002/mrm.27771",PMC6626557.json,"purpose: we introduce and validate a scalable retrospective motion correction technique for brain imaging that incorporates a machine learning component into a model based motion minimization. methods: a convolutional neural network (cnn) trained to remove motion artifacts from 2d t2 weighted rare images is introduced into a model based data consistency optimization to jointly search for 2d motion parameters and the uncorrupted image. our separable motion model allows for efficient intra shot (line by line) motion correction of highly corrupted shots, as opposed to previous methods which do not scale well with this refinement of the motion model. final image generation incorporates the motion parameters within a model based image reconstruction. the method is tested in simulations and in vivo motion experiments of in plane motion corruption. results: while the cnn alone provides some motion mitigation (at the expense of introduced blurring), allowing it to guide the iterative joint optimization both improves the search convergence and renders the joint optimization separable. this enables rapid mitigation within shots in addition to between shots. for 2d in plane motion correction experiments, the result is a significant reduction of both image space rmse in simulations, and a reduction of motion artifacts in the in vivo motion tests. conclusion: the separability and convergence improvements afforded by the combined cnn+model based method show the potential for meaningful post acquisition motion mitigation in clinical mri.",0.10035842293906812,0.0,0.10528998501738483
P value obtained using the Wilcoxon signed rank test on 1105 case control pairs . Among cigarette smokers only . P value obtained by chi square test .,PMC2732000.json,"during breast cancer progression, a substantial increase in chromosomal aberrations is observed in the transition from ductal hyperplasia to carcinoma in situ (dcis). telomeres are essential structures to chromosomal integrity. consequently, telomere dysfunction, which leads to genomic instability, is hypothesized to play a causal role in the progression of breast cancer. however, the few epidemiologic studies that have assessed the relationship between telomere length and breast cancer risk have been inconsistent. we used quantitative real time pcr to measure relative telomere length in genomic dna extracted from peripheral blood leukocyles and examined its association with postmenopausal breast cancer risk in invasive breast cancer cases and matched controls free of diagnosed cancer nested within the prospective nurses health study. our data show that relative telomere length was not associated with a significant elevation in postmenopausal breast cancer risk (below vs. above median; or = 1.23, 95% ci = 0.941.60, ptrend = 0.20). estrone and estradiol hormone levels were significantly inversely associated with relative telomere length (p = 0.02). other established breast cancer risk factors such as family history of breast cancer and history of benign breast disease were not associated with relative telomere length in separate linear regression models each adjusted for age and disease status (p 0.07). our results provide little support for an important role of telomere length, as measured in peripheral blood leukocyles, as a biomarker of breast cancer risk.",0.04633204633204632,0.0,0.05831518302706401
"Atomoxetinenorepinephrinecocainecognitionaddiction Atomoxetine (Strattera ) was obtained from Eli Lilly (Indianapolis, IN). Following oral administration, peak plasma atomoxetine levels are reached within two hours. The elimination half life of atomoxetine is most commonly 5 hours, but ranges up to approximately 24 hours in a small proportion of individuals who are poor metabolizers [, ] .",PMC5573182.json,"no pharmacotherapies are approved for the treatment of cocaine use disorders (cud). behavioral treatments for cud are efficacious for some individuals, but recovery rates from cud remain low. cognitive impairments in cud have been linked with poorer clinical outcomes. cognitive enhancing pharmacotherapies have been proposed as promising treatments for cud. atomoxetine, a norepinephrine transporter inhibitor, shows potential as a treatment for cud based on its efficacy as a cognitive enhancer in other clinical populations and impact on addictive processes in preclinical and human laboratory studies. in this randomized, double blind, crossover study, abstinent individuals with cud (n=39) received placebo, and mg atomoxetine, over three sessions. measures of attention, response inhibition and working memory; subjective medication effects and mood; and cardiovascular effects were collected. analyses assessed acute, dose dependent effects of atomoxetine. in addition, preliminary analyses investigating the modulation of atomoxetine dose effects by sex were performed. atomoxetine increased heart rate and blood pressure, was rated as having positive and negative subjective drug effects, and had only modest effects on mood and cognitive enhancement.",0.13392857142857142,0.009009009009009007,0.10153570335998188
"Other CVMs were noted when present . Statistical comparisons were made using Fishers exact analysis performed with Stat View (SAS, Cary, North Carolina) . American journal of medical genetics.",PMC2644069.json,"previous studies have identified an increased incidence of bicuspid aortic valve (bav) in patients with ventricular septal defect (vsd). because endocardial cushion remodeling contributes to both the formation of semilunar valves and ventricular septation, we hypothesized that examination of humans with bav and vsd would identify a specific vsd type. we evaluated vsd type in pediatric patients diagnosed with bav and vsd (n=82) and compared findings to patients diagnosed with vsd and normal aortic valve morphology (n=429). vsd type was described as conoventricular, muscular, inlet or conoseptal using a clinical taxonomy. based on the contribution of the outflow tract endocardial cushions to the membranous ventricular septum, we expected patients with bav to have conoventricular vsd. in both patient groups, conoventricular vsd was most common; however, the prevalence was not significantly different when bav patients were compared to those with normal aortic valve morphology (67% vs. 57%, p=0.11). the primary finding of this study is that despite a developmental link between semilunar valve formation and ventricular septation during cardiogenesis, there is no clear association between bav and vsd type. this may be due to phenotypic and genetic heterogeneity of bav and vsd, other modifying factors as manifested by differences in associated cvm, as well as limitations of the clinical taxonomy of vsd.",0.0743801652892562,0.0,0.07393660858844447
"The main experiment comprised 16 blocks of 40 trials. The task, fixation point and timing was the same as during screening , but rather than use verbal reports, participants executed manual button presses made with the right hand, using the index or third finger to indicate phosphene presence or absence, respectively. In these participants the control site may have been near a recently reported parietal phosphene area : note that trial numbers on which the participants reported a phosphene at this control site were too low to form a reliable grand average and therefore only phosphene absent trials were included in the current analysis .",PMC2939984.json,"artificial percepts (phosphenes) can be induced by applying transcranial magnetic stimulation (tms) over human visual cortex. although phosphenes have been used to study visual awareness, the neural mechanisms generating them have not yet been delineated. we directly tested the two leading hypotheses of how phosphenes arise. these hypotheses correspond to the two competing views of the neural genesis of awareness: the early, feedforward view and the late, recurrent feedback model. we combined online tms and eeg recordings to investigate whether the electrophysiological correlates of conscious phosphene perception are detectable early after tms onset as an immediate local effect of tms, or only at longer latencies, after interactions of tms induced activity with other visual areas. stimulation was applied at the intensity threshold at which participants saw a phosphene on half of the trials, and brain activity was recorded simultaneously with electroencephalography. phosphene perception was associated with a differential pattern of tms evoked brain potentials that started to ms after stimulation, and encompassed a wide array of posterior areas. this pattern was differentiated from the tms evoked potential after stimulation of a control site. these findings suggest that conscious phosphene perception is not a local phenomenon, but arises only after extensive recurrent processing.",0.27631578947368424,0.01986754966887417,0.18592731053596798
"All clinical materials were obtained after informed consents and with approval from the local ethics committee. Total RNA and cytospin specimens were prepared from these samples. Color intensity was measured on a microplate reader (Molecular Devices, Sunnyvate, CA) and analyzed using the Softmax data analysis program.",PMC2752686.json,"summary early chronic lymphocytic leukemia (cll) is an ideal disease for immunotherapy. we previously showed that semg is a cancer testis (ct) antigen in cll. in this study, we applied semg as the bait in a yeast two hybrid system of a testicular cdna library. we isolated seven clones and identified protamine (prm) as a novel ct antigen in early cll. prm transcripts were detected in 11/41 (26.8%) patients. prm protein was also expressed but heterogeneously within individual patients. of the patients expressing prm 1, four expressed zap protein and seven did not. these results, therefore, indicate that prm could potentially be a suitable target for the design of tumor vaccine for patients with early cll, including for those with poor risk cll. high titers prm igg antibodies could be detected in of these cll patients but not in any of the healthy donors (p = 0.0001), suggesting the presence of prm 1 reactive immune responses within immune repertoire of patients with early cll. further work is warranted, especially in approaches to upregulate prm expression, to determine the role of prm as an immunotherapeutic target for early cll.",0.0847457627118644,0.0,0.08597305809648859
"For example, in a case control study from Germany involving 710 lymphoma patients and an equal number of controls, increased number of vacation days spent at sunny locations was associated with a decreased risk of developing lymphoma (OR = 0.6, 95% CI = 0.4 0.8) . A major meta analysis combining data from 10 studies covering 8,243 cases and 9,697 controls further supports these claims; individuals who had the highest levels of recreational sun exposure were found to have a decreased risk of non Hodgkin lymphoma (pooled OR = 0.76, 95% CI = 0.63 0.91) . In a separate case control study nested within the Health Professionals Follow up Study (HPFS) (n = 179 cases), similar results were reported: men in the highest quartile for serum vitamin D level (median 96.8 nmol/L) had a significantly reduced risk of colon cancer compared to men in the lowest quartile (median 48.2 nmol/L) (adjusted OR = 0.46, 95% CI = 0.24 0.89) .",PMC2913608.json,"purpose of review skin cancer incidence is higher than that of any other human malignancy, and yet one of its root causes (ultraviolet radiation) is perhaps better understood than any other human carcinogen. the roles of ultraviolet radiation exposure and indoor tanning behaviors on skin cancer risk are explored here. recent findings studies from the past several years have shown a significant association between ever use of an indoor tanning facility and an increased risk of basal cell carcinoma, squamous cell carcinoma, and melanoma. the association between indoor tanning and skin cancer is particularly strong among those who first used a tanning facility in early adulthood. elevated vitamin d levels have been suggested to protect against various internal malignancies and other disease states, but sources of vitamin d that do not require uv exposure are easily available. summary although additional research is needed to understand fully the relationship between uv and skin cancer, it is already clear that indoor tanning bed use represents an avoidable risk factor for melanoma and non melanoma skin cancer both of which may be lethal. acting upon this information provides a unique opportunity for protecting the public health.",0.223463687150838,0.028089887640449434,0.15432462922493556
"Step logs were returned at the time of each participants follow up testing session. Step data were only included if at least three out of the seven days of pedometer recording was completed to remain consistent with our previous procedures. Out of a possible 133 recording days, the 19 participants reported 132 days (99.3%) .",PMC2820723.json,"background less than half of u.s. adults engage in the recommended amount of physical activity (pa). internet delivered pa programs increase short term pa but long term adherence is largely equivocal. purpose to determine whether increased pa following the 16 week internet delivered active living every day (aled i) program is maintained months later in sedentary and overweight rural adults. methods in our previous randomized controlled trial (n = 32; intent to treat controls, aled i interventions), the aled i group increased pa (+1384 steps/day; e.s. = 0.95) and reduced central adiposity. nine original intervention participants and ten delayed intent to treat control participants completed aled i and an 8 month follow up. pedometer measured pa, anthropometric variables, and cardiometabolic disease risk factors were assessed at baseline, postintervention, and at months. results control crossover participants increased pa (+1337 steps/day; p = .04). eight months following completion of aled i (n = 19), pa levels relapsed (1340 steps/day) and were similar to levels before the intervention (6850 steps/day vs. 543 steps/day; p = .89). total cholesterol and triglycerides improved, 9.9% and 18.2%, respectively, and reductions in central adiposity were maintained (97.1 2.2 cm vs. 97.2 2.2 cm; p = .66). conclusions the aled i intervention was efficacious in the short term but did not produce longer term adherence to pa. future theory based internet delivered interventions that produce habituation of increased pa are warranted.",0.16216216216216214,0.01360544217687075,0.1270844492837475
"However, the use of primary PCI (p value (trend)=0.75, ) and thrombolytics (p value (trend)=0.65) was similar after accounting for baseline differences. Among those presenting with NSTEMI, patients with CKD were less likely to undergo early invasive therapy (p value (trend)<0.0001) or any revascularization (p value (trend)<0.0001; ) . CKD patients presenting with either STEMI or NSTEMI had excess dosing of Glycoprotein IIb/IIIa inhibitors (GPI, p value<0.0001 for trend).",PMC2874063.json,"background chronic kidney disease (ckd) is a risk factor for myocardial infarction (mi) and death. our goal was to characterize the association between ckd severity and short term outcomes and the use of in hospital evidence based therapies among patients with stemi and nstemi. methods and results the study sample was drawn from the action registry, a nation wide sample of stemi (n=19,029) and nstemi (n=30,462) patients. estimated glomerular filtration rate (egfr) was calculated using the modification of diet in renal disease (mdrd) equation in relation to use of acute (first hours) therapies and early (first hours) cardiac catheterization as well as in hospital major bleeding events and death. overall, 30.5% and 42.9% of patients with stemi and nstemi, respectively, had ckd. regardless of mi type, patients with progressively more severe ckd had higher rates of death. for stemi, the odds ratio for stage 3a, 3b, 4, and ckd compared to patients with no ckd was 2.49, 3.72, 4.82, and 7.97 (p value for trend<0.0001). for nstemi, the analogous odds ratios were 1.81, 2.41, 3.50, and 4.09 (p value for trend<0.0001). in addition, patients with progressively more severe ckd were less likely to receive acute evidence based therapies including aspirin, beta blockers or clopidogrel, undergo any reperfusion (stemi) or revascularization (nstemi), and had higher rates of bleeding. conclusions reports over the past decade have highlighted the importance of ckd among patients with mi. data from this contemporary cohort suggest patients with ckd still receive fewer evidence based therapies and have substantially higher mortality rates.",0.2349570200573066,0.09798270893371756,0.22287484952932105
"Generator output current, power, impedance and electrode tip temperature were all monitored continuously during RF ablations with 10 mA, 1 W and 1  and 1 C resolution, respectively . Energy was delivered from the generator to the antenna through a 1.5 m long coaxial cable and standard subminiature A connector (RG400: Pasternack Enterprises, Irvine, CA). A generator output of 150 W was needed to offset attenuation in the cable and connectors, ensuring net power delivery of 90 W. Output power and reflected power at the generator were recorded continuously with 1 W resolution .",PMC3437379.json,"purpose to determine the magnitude and spatial distribution of temperature elevations when using khz rf and 2.45 ghz microwave energy in ex vivo liver models. materials and methods a total of sixty heating cycles (20 s at w) were performed in normal, rf ablated and microwave ablated liver tissues (n=10 rf and n=10 microwave in each tissue type). heating cycles were performed using a khz generator and cm cooled tip electrode (rf) or a 2.45 ghz generator and 14 gauge monopole (microwave) and designed to isolate direct heating from each energy type. tissue temperatures were measured using fiberoptic thermosensors 5, and mm radially from the ablation applicator at the depth of maximal heating. power delivered, sensor location, heating rates and maximal temperatures were compared using mixed effects regression models. results no significant differences were noted in mean power delivered or thermosensor locations between rf and microwave heating groups (p>0.05). microwaves produced significantly more rapid heating than rf at 5, and 15mm in normal tissue (3.0 vs. 0.73, 0.85 vs. 0.21 and 0.17 vs. 0.09 c/s; p<.05); and at and 10mm in ablated tissues (2.3 1.4 vs. 0.7 0.3, 0.5 0.3 vs. 0.2 0.0 c/s, p<.05). the radial depth of heating was approximately 5mm greater for microwaves than rf. conclusions direct heating obtained with 2.45 ghz microwave energy using a single needle like applicator is faster and covers a larger volume of tissue than khz rf energy. keywords: microwave ablation, direct heating, thermal ablation",0.22160664819944598,0.02228412256267409,0.16268193772462813
"Transformants were cultured in Luria Bertani (LB) broth containing ampicillin (250 g ml 1) and chloramphenicol (34 g ml 1) at 37 C, 250 rpm until reaching an OD600 value of 1. The dimers or the S4 subunit were purified from induced culture lysates by Nickel chromatography (GE Healthcare, Uppsala, Sweden) . Biotinyalted PEG (MW 3500) was used as the control in flow cell 1.",PMC2924675.json,"binding of pertussis toxin (ptx) was examined by glycan microarray; positive hits fell into four general groups. one group represents sialylated bi antennary compounds with an n glycan core terminating in 2 6 linked sialic acid. the second group consists of multi antennary compounds with a canonical n glycan core, but lacking terminal sialic acids, which represents a departure from previous understanding of ptx binding to n glycans. the third group consists of neu5ac2 3(lactose or n acetyllactosamine) that lack the branched mannose core found in n glycans, thus their presentation is more similar to o linked glycans and glycolipids. the fourth group of compounds consists of neu5ac2 8neu5ac2 8neu5ac, which is seen in the c series gangliosides and some n glycans. quantitative analysis by spr of the relative affinities of ptx for terminal neu5ac2 3 versus neu5ac2 6, as well as the affinities for the trisaccharide neu5ac2 8neu5ac2 8neu5ac versus disaccharide, revealed identical global affinities, even though the amount of bound glycan varied by 4 to 5 fold. these studies suggest that the conformational space occupied by a glycan can play an important role in binding, independent of affinity. characterization of n terminal and c terminal binding sites on the s2 and s3 subunits by mutational analysis revealed that binding to all sialylated compounds was mediated by the c terminal binding sites, and binding to non sialylated n linked glycans is mediated by the n terminal sites present on both the s2 and s3 subunits. a detailed understanding of the glycans recognized by pertussis toxin is essential to understand which cells are targeted in clinical disease.",0.09638554216867469,0.006060606060606061,0.10725221961264558
"GEE is a panel data technique that accounts for intertemporal correlations. The analyses were conducted using the XTGEE . Due to the sample size limitation, logistic regressions were used for the LMIC analyses to achieve a convergence .",PMC6702940.json,"background recent studies show that greater price variability and more opportunities for tax avoidance are associated with tax structures that depart from a specific uniform one. these findings indicate that tax structures other than a specific uniform one may lead to more cigarette consumption. objective this paper aims to examine how cigarette tax structure is associated with cigarette consumption. methods we used survey data taken from the international tobacco control policy evaluation project in countries to conduct the analysis. self reported cigarette consumption was aggregated to average measures for each surveyed country and wave. the effect of tax structures on cigarette consumption was estimated using generalized estimating equations after adjusting for sociodemographic characteristics, average taxes and year fixed effects. findings our study provides important empirical evidence of a relationship between tax structure and cigarette consumption. we find that a change from a specific to an ad valorem structure is associated with a 6%11% higher cigarette consumption. in addition, a change from uniform to tiered structure is associated with a 34%65% higher cigarette consumption. the results are consistent with existing evidence and suggest that a uniform and specific tax structure is the most effective tax structure for reducing tobacco consumption.",0.13502109704641352,0.0,0.14342070534795207
